timestamp,symbol,price
2025-09-21T16:55:34.576280,AAPL,149.39
2025-09-21T16:55:34.588806,AAPL,146.28
2025-09-21T16:55:34.601374,AAPL,146.68
2025-09-21T16:55:34.613932,AAPL,144.33
2025-09-21T16:55:34.626487,AAPL,151.32
2025-09-21T16:55:34.639032,AAPL,146.39
2025-09-21T16:55:34.651591,AAPL,144.56
2025-09-21T16:55:34.664162,AAPL,143.99
2025-09-21T16:55:34.676705,AAPL,142.79
2025-09-21T16:55:34.689256,AAPL,142.39
2025-09-21T16:55:34.701800,AAPL,142.48
2025-09-21T16:55:34.714336,AAPL,144.76
2025-09-21T16:55:34.726892,AAPL,144.72
2025-09-21T16:55:34.739439,AAPL,144.99
2025-09-21T16:55:34.751987,AAPL,144.78
2025-09-21T16:55:34.764567,AAPL,141.19
2025-09-21T16:55:34.777186,AAPL,141.08
2025-09-21T16:55:34.789788,AAPL,140.8
2025-09-21T16:55:34.800646,AAPL,140.74
2025-09-21T16:55:34.813253,AAPL,139.8
2025-09-21T16:55:34.825908,AAPL,135.5
2025-09-21T16:55:34.838505,AAPL,139.08
2025-09-21T16:55:34.851157,AAPL,144.07
2025-09-21T16:55:34.863803,AAPL,141.24
2025-09-21T16:55:34.876536,AAPL,145.53
2025-09-21T16:55:34.888393,AAPL,143.17
2025-09-21T16:55:34.898905,AAPL,145.37
2025-09-21T16:55:34.911616,AAPL,147.72
2025-09-21T16:55:34.922508,AAPL,143.94
2025-09-21T16:55:34.934179,AAPL,143.66
2025-09-21T16:55:34.946779,AAPL,146.32
2025-09-21T16:55:34.959331,AAPL,143.7
2025-09-21T16:55:34.971140,AAPL,146.37
2025-09-21T16:55:34.981637,AAPL,149.52
2025-09-21T16:55:34.993493,AAPL,145.6
2025-09-21T16:55:35.007838,AAPL,143.69
2025-09-21T16:55:35.020379,AAPL,144.15
2025-09-21T16:55:35.032902,AAPL,147.28
2025-09-21T16:55:35.045443,AAPL,144.97
2025-09-21T16:55:35.057979,AAPL,147.44
2025-09-21T16:55:35.070548,AAPL,147.3
2025-09-21T16:55:35.082216,AAPL,145.6
2025-09-21T16:55:35.094826,AAPL,147.2
2025-09-21T16:55:35.105699,AAPL,146.77
2025-09-21T16:55:35.118028,AAPL,143.1
2025-09-21T16:55:35.130616,AAPL,140.25
2025-09-21T16:55:35.142069,AAPL,136.85
2025-09-21T16:55:35.153145,AAPL,132.93
2025-09-21T16:55:35.165661,AAPL,131.44
2025-09-21T16:55:35.176266,AAPL,128.28
2025-09-21T16:55:35.188835,AAPL,133.63
2025-09-21T16:55:35.201161,AAPL,138.0
2025-09-21T16:55:35.213755,AAPL,143.16
2025-09-21T16:55:35.227084,AAPL,142.21
2025-09-21T16:55:35.242139,AAPL,143.77
2025-09-21T16:55:35.254695,AAPL,142.04
2025-09-21T16:55:35.267259,AAPL,138.74
2025-09-21T16:55:35.279807,AAPL,137.81
2025-09-21T16:55:35.290774,AAPL,132.79
2025-09-21T16:55:35.301708,AAPL,133.44
2025-09-21T16:55:35.314284,AAPL,134.41
2025-09-21T16:55:35.326839,AAPL,136.0
2025-09-21T16:55:35.337561,AAPL,136.57
2025-09-21T16:55:35.350101,AAPL,141.47
2025-09-21T16:55:35.362649,AAPL,147.68
2025-09-21T16:55:35.375168,AAPL,138.48
2025-09-21T16:55:35.387688,AAPL,138.76
2025-09-21T16:55:35.400203,AAPL,136.31
2025-09-21T16:55:35.412728,AAPL,132.42
2025-09-21T16:55:35.425322,AAPL,129.73
2025-09-21T16:55:35.437068,AAPL,129.71
2025-09-21T16:55:35.448841,AAPL,125.98
2025-09-21T16:55:35.461453,AAPL,128.0
2025-09-21T16:55:35.472239,AAPL,127.41
2025-09-21T16:55:35.484858,AAPL,127.55
2025-09-21T16:55:35.497480,AAPL,127.71
2025-09-21T16:55:35.510110,AAPL,131.33
2025-09-21T16:55:35.522188,AAPL,137.17
2025-09-21T16:55:35.533977,AAPL,139.15
2025-09-21T16:55:35.545832,AAPL,140.32
2025-09-21T16:55:35.558363,AAPL,142.24
2025-09-21T16:55:35.569721,AAPL,147.31
2025-09-21T16:55:35.582269,AAPL,149.21
2025-09-21T16:55:35.594806,AAPL,146.09
2025-09-21T16:55:35.607338,AAPL,140.76
2025-09-21T16:55:35.618398,AAPL,142.32
2025-09-21T16:55:35.630933,AAPL,144.07
2025-09-21T16:55:35.643477,AAPL,145.53
2025-09-21T16:55:35.656024,AAPL,144.43
2025-09-21T16:55:35.667279,AAPL,146.32
2025-09-21T16:55:35.679830,AAPL,148.6
2025-09-21T16:55:35.692346,AAPL,150.92
2025-09-21T16:55:35.704869,AAPL,152.63
2025-09-21T16:55:35.717383,AAPL,146.45
2025-09-21T16:55:35.729899,AAPL,141.02
2025-09-21T16:55:35.742411,AAPL,142.46
2025-09-21T16:55:35.753116,AAPL,144.07
2025-09-21T16:55:35.765702,AAPL,140.3
2025-09-21T16:55:35.778299,AAPL,138.41
2025-09-21T16:55:35.789740,AAPL,136.57
2025-09-21T16:55:35.801162,AAPL,133.72
2025-09-21T16:55:35.812439,AAPL,137.46
