timestamp,symbol,price
2025-09-14T12:23:57.639377,AAPL,155.18
2025-09-14T12:23:57.651920,AAPL,155.45
2025-09-14T12:23:57.664479,AAPL,156.22
2025-09-14T12:23:57.677020,AAPL,154.51
2025-09-14T12:23:57.687627,AAPL,154.11
2025-09-14T12:23:57.700153,AAPL,154.14
2025-09-14T12:23:57.712670,AAPL,153.25
2025-09-14T12:23:57.725193,AAPL,153.36
2025-09-14T12:23:57.737667,AAPL,154.01
2025-09-14T12:23:57.748892,AAPL,158.33
2025-09-14T12:23:57.761425,AAPL,158.32
2025-09-14T12:23:57.773944,AAPL,158.62
2025-09-14T12:23:57.786475,AAPL,163.75
2025-09-14T12:23:57.797274,AAPL,166.24
2025-09-14T12:23:57.809824,AAPL,167.44
2025-09-14T12:23:57.822413,AAPL,165.82
2025-09-14T12:23:57.834986,AAPL,163.72
2025-09-14T12:23:57.847547,AAPL,161.44
2025-09-14T12:23:57.860123,AAPL,160.91
2025-09-14T12:23:57.872703,AAPL,159.4
2025-09-14T12:23:57.885311,AAPL,159.22
2025-09-14T12:23:57.896723,AAPL,159.05
2025-09-14T12:23:57.909334,AAPL,154.16
2025-09-14T12:23:57.920154,AAPL,155.44
2025-09-14T12:23:57.932381,AAPL,155.52
2025-09-14T12:23:57.944989,AAPL,156.08
2025-09-14T12:23:57.957621,AAPL,156.67
2025-09-14T12:23:57.970280,AAPL,156.68
2025-09-14T12:23:57.981900,AAPL,159.08
2025-09-14T12:23:57.994473,AAPL,159.54
2025-09-14T12:23:58.005462,AAPL,158.62
2025-09-14T12:23:58.017756,AAPL,159.02
2025-09-14T12:23:58.029361,AAPL,162.67
2025-09-14T12:23:58.041976,AAPL,167.87
2025-09-14T12:23:58.054089,AAPL,168.04
2025-09-14T12:23:58.066668,AAPL,167.12
2025-09-14T12:23:58.079316,AAPL,170.25
2025-09-14T12:23:58.091944,AAPL,173.39
2025-09-14T12:23:58.104592,AAPL,173.56
2025-09-14T12:23:58.115616,AAPL,177.84
2025-09-14T12:23:58.128170,AAPL,180.41
2025-09-14T12:23:58.139467,AAPL,172.49
2025-09-14T12:23:58.150366,AAPL,175.86
2025-09-14T12:23:58.162892,AAPL,178.41
2025-09-14T12:23:58.175414,AAPL,178.43
2025-09-14T12:23:58.187941,AAPL,178.01
2025-09-14T12:23:58.200492,AAPL,175.72
2025-09-14T12:23:58.213075,AAPL,170.05
2025-09-14T12:23:58.225702,AAPL,169.64
2025-09-14T12:23:58.238293,AAPL,172.64
2025-09-14T12:23:58.250855,AAPL,177.42
2025-09-14T12:23:58.263412,AAPL,178.44
2025-09-14T12:23:58.275982,AAPL,185.11
2025-09-14T12:23:58.288551,AAPL,183.18
2025-09-14T12:23:58.298982,AAPL,180.9
2025-09-14T12:23:58.311609,AAPL,181.63
2025-09-14T12:23:58.324249,AAPL,177.95
2025-09-14T12:23:58.335430,AAPL,170.06
2025-09-14T12:23:58.346022,AAPL,162.52
2025-09-14T12:23:58.356536,AAPL,162.86
2025-09-14T12:23:58.368960,AAPL,164.74
2025-09-14T12:23:58.380467,AAPL,164.52
2025-09-14T12:23:58.393085,AAPL,166.65
2025-09-14T12:23:58.405683,AAPL,165.53
2025-09-14T12:23:58.417688,AAPL,166.53
2025-09-14T12:23:58.429917,AAPL,164.65
2025-09-14T12:23:58.442533,AAPL,167.06
2025-09-14T12:23:58.455114,AAPL,168.44
2025-09-14T12:23:58.467652,AAPL,163.61
2025-09-14T12:23:58.479340,AAPL,164.66
2025-09-14T12:23:58.490376,AAPL,173.63
2025-09-14T12:23:58.502937,AAPL,177.99
2025-09-14T12:23:58.515486,AAPL,181.21
2025-09-14T12:23:58.528024,AAPL,179.36
2025-09-14T12:23:58.540543,AAPL,180.62
2025-09-14T12:23:58.553077,AAPL,181.81
2025-09-14T12:23:58.565618,AAPL,179.55
2025-09-14T12:23:58.578150,AAPL,179.48
2025-09-14T12:23:58.590682,AAPL,177.84
2025-09-14T12:23:58.603258,AAPL,185.46
2025-09-14T12:23:58.615885,AAPL,182.56
2025-09-14T12:23:58.628492,AAPL,176.76
